scenario_id,requirement_id,expected_status,rationale,annotator,reviewed
ai-act-benchmark-clean_002,EUAI-R14-02,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_002,EUAI-R15-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_002,EUAI-R50-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=True; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R9-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R10-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R12-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R13-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R14-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R14-02,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R15-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_003,EUAI-R50-01,PASS,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=True; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R9-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R10-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R12-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R13-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R14-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R14-02,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R15-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_004,EUAI-R50-01,PASS,Spec-defined benchmark case: type=clean; high_risk=True; uses_training_data=False; direct_ai_interaction=True; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R9-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R10-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R12-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R13-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R14-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R14-02,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R15-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-clean_005,EUAI-R50-01,NOT_APPLICABLE,Spec-defined benchmark case: type=clean; high_risk=False; uses_training_data=False; direct_ai_interaction=False; missing=none,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R9-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r9_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R10-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r10_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=data_governance,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R12-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r12_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R13-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r13_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=transparency_mechanism,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R14-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R14-02,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R14-02,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r14_002,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_intervention_flow,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R15-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r15_001,EUAI-R50-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R9-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R10-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R12-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R13-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R14-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R14-02,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R15-01,PASS,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r50_001,EUAI-R50-01,FAIL,Spec-defined benchmark case: type=single_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=article50_notice,benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R9-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R10-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R12-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R13-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R14-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R14-02,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R15-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r9_r10_001,EUAI-R50-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,data_governance",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R9-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R10-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R12-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R13-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R14-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R14-02,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R15-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r12_r13_001,EUAI-R50-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=logging,transparency_mechanism",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R9-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R10-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R12-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R13-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R14-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R14-02,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R15-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r14_pair_001,EUAI-R50-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=human_review,human_intervention_flow",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R9-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R10-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R12-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R13-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R14-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R14-02,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R15-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_r15_r50_001,EUAI-R50-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=performance_monitoring,article50_notice",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R9-01,FAIL,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R10-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
ai-act-benchmark-fail_four_controls_001,EUAI-R12-01,PASS,"Spec-defined benchmark case: type=multi_violation; high_risk=True; uses_training_data=True; direct_ai_interaction=True; missing=risk_management,transparency_mechanism,human_review,performance_monitoring",benchmark_author,YES
